ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,I agree to participate in a research study conducted by the Massachusetts Institute of Technology. I...,I understand that this survey will test my reading comprehension (really whether I'm reading at all)...,attention_1-1,attention_1-2,attention_1-3,y,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,epc_2017,epc_2021,epc_2025,epc_2029,epc_2033,epc_2037,epc_2041,epc_2045,ly,ly_1949,ly_1953,ly_1957,ly_1961,ly_1965,ly_1969,ly_1973,ly_1977,ly_1981,ly_1985,ly_1989,ly_1993,ly_1997,ly_2001,ly_2005,ly_2009,ly_2013,ly_2017,ly_2021,ly_2025,ly_2029,ly_2033,ly_2037,ly_2041,ly_2045,yl,yl_1949,yl_1953,yl_1957,yl_1961,yl_1965,yl_1969,yl_1973,yl_1977,yl_1981,yl_1985,yl_1989,yl_1993,yl_1997,yl_2001,yl_2005,yl_2009,yl_2013,yl_2017,yl_2021,yl_2025,yl_2029,yl_2033,yl_2037,yl_2041,yl_2045,econ_weight_pres-Year 1,econ_weight_pres-Year 2,econ_weight_pres-Year 3,econ_weight_pres-Year 4,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,Thanks again! Any comments? (optional),how_responsible-Year 1,how_responsible-Year 2,how_responsible-Year 3,how_responsible-Year 4,v_1949,v_1953,v_1957,v_1961,v_1965,v_1969,v_1973,v_1977,v_1981,v_1985,v_1989,v_1993,v_1997,v_2001,v_2005,v_2009,v_2013,v_2017,v_2021,v_2025,v_2029,v_2033,v_2037,v_2041,v_2045
R_diNqL5teoN10qiw,Default Response Set,Anonymous,,,0,6/5/2011 5:20,6/5/2011 5:26,1,1101,1,1,1,1,,1,3,1,3,4,2,3,2,3,3,2,3,3,2,2,4,3,3,2,4,1,2,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,40,20,5,5,10,80,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Gzux2qEbpv99CQ,Default Response Set,Anonymous,,,0,6/5/2011 6:18,6/5/2011 6:23,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,3,4,2,3,3,3,3,4,3,3,4,3,3,2,3,3,3,1,1,2,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_enVQdrM2WR5tTUw,Default Response Set,Anonymous,,,0,6/5/2011 6:31,6/5/2011 6:44,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,2,4,2,3,3,3,2,3,4,3,3,3,3,4,3,2,3,3,3,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,35,35,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_abfb0DvRYOXdtEE,Default Response Set,Anonymous,,,0,6/5/2011 7:38,6/5/2011 7:46,1,1101,1,1,1,1,,1,3,2,3,3,4,1,1,3,4,3,3,4,1,2,4,2,3,1,4,4,3,1,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,0,5,45,25,25,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4MTUZWqzBH6fNEo,Default Response Set,Anonymous,,,0,6/5/2011 9:31,6/5/2011 9:37,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,3,3,3,3,2,3,3,3,3,4,3,3,2,3,2,3,2,2,3,3,20,20,20,40,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3DajIqAH63GXrx2,Default Response Set,Anonymous,,,0,6/5/2011 9:41,6/5/2011 9:49,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,3,2,2,3,2,2,3,2,3,3,3,3,2,2,3,1,2,2,2,2,2,25,25,25,25,15,15,20,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_ac1BWyTCJCiSHC4,Default Response Set,Anonymous,,,0,6/5/2011 9:47,6/5/2011 9:53,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,40,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9BmQL2jLttDu6pe,Default Response Set,Anonymous,,,0,6/5/2011 9:49,6/5/2011 9:54,1,1101,1,1,1,1,,1,3,2,3,3,3,3,2,3,3,3,4,3,3,2,4,3,3,2,4,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,10,20,20,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Pt7Hl8H6aV2Mwk,Default Response Set,Anonymous,,,0,6/5/2011 9:52,6/5/2011 9:59,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4,3,3,3,3,3,25,25,25,25,25,25,25,25,,,1,,1,,none / ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3sIXYZEXPFrlUEs,Default Response Set,Anonymous,,,0,6/5/2011 10:13,6/5/2011 10:19,1,1101,1,1,1,1,,1,3,2,3,2,3,3,3,3,3,4,3,4,3,3,4,3,3,2,3,4,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,30,50,10,10,30,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eVi5LNmQdVTLn1y,Default Response Set,Anonymous,,,0,6/5/2011 10:16,6/5/2011 10:26,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,3,2,3,1,3,3,3,3,2,4,3,2,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,35,35,10,20,35,35,,,1,,1,,Thank you and good luck with your study. :-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00r77sJ2PStmQ3G,Default Response Set,Anonymous,,,0,6/5/2011 10:23,6/5/2011 10:28,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,4,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0Ujyhv0CSwwU3RO,Default Response Set,Anonymous,,,0,6/5/2011 10:47,6/5/2011 10:51,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,4,3,4,3,4,2,3,4,3,4,4,4,3,4,4,3,3,3,3,2,3,3,10,10,40,40,10,10,40,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b7sZ2zkOwSIt5Qg,Default Response Set,Anonymous,,,0,6/5/2011 10:44,6/5/2011 10:52,1,1101,1,1,1,1,,1,2,1,2,3,3,3,2,4,2,2,3,2,3,2,4,3,4,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,15,20,25,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9RyNmuTBdP8R9yY,Default Response Set,Anonymous,,,0,6/5/2011 11:38,6/5/2011 11:50,1,1101,1,1,1,1,,1,3,2,2,3,3,3,3,3,1,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,30,30,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eCI7anrL26Lkm3O,Default Response Set,Anonymous,,,0,6/5/2011 11:57,6/5/2011 12:10,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,30,30,20,20,25,35,,,1,,1,,way too long a survey for so little pay....kind of disrespectful to your participants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cSz9CqHkzubvRhG,Default Response Set,Anonymous,,,0,6/5/2011 12:07,6/5/2011 12:17,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,2,3,3,3,2,4,3,4,2,3,4,3,3,2,4,2,3,2,1,2,1,20,20,20,40,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6fMsnDG8entmu2w,Default Response Set,Anonymous,,,0,6/5/2011 12:17,6/5/2011 12:22,1,1101,1,1,1,1,,1,4,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,30,40,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_57oZaNeOVXhHrIE,Default Response Set,Anonymous,,,0,6/5/2011 12:32,6/5/2011 12:37,1,1101,1,1,1,1,,1,4,3,4,3,2,3,3,4,2,4,4,4,3,3,4,4,2,2,4,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,40,23,23,23,31,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3jWtX6yMdyAFyKM,Default Response Set,Anonymous,,,0,6/5/2011 12:29,6/5/2011 12:45,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,3,3,4,3,4,1,3,4,4,4,4,4,4,4,3,4,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,25,30,20,25,25,30,,,1,,1,,"Thanks for letting me particapate in your study,I found it interesting. Hope my responses were helpful.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_egiMWJeax62Sumo,Default Response Set,Anonymous,,,0,6/5/2011 13:18,6/5/2011 13:26,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,4,3,3,3,3,3,4,4,4,4,4,3,4,3,4,3,4,3,3,3,2,3,3,25,25,25,25,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3IVyzpGVhoAwWVu,Default Response Set,Anonymous,,,0,6/5/2011 13:49,6/5/2011 13:55,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,3,4,3,2,4,2,4,4,3,3,2,4,3,3,3,4,3,3,2,1,2,3,10,20,20,50,10,10,20,60,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5hFrNSunhPAJIos,Default Response Set,Anonymous,,,0,6/5/2011 13:53,6/5/2011 13:59,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,2,1,1,2,4,2,4,3,3,2,3,3,4,3,1,3,3,3,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,21,24,25,30,20,22,25,33,,,1,,1,,thanks!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_e55yUMaJOmo4DaI,Default Response Set,Anonymous,,,0,6/5/2011 14:20,6/5/2011 14:26,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,3,4,2,4,3,4,2,4,3,3,4,4,4,4,2,4,3,2,3,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,40,40,20,20,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0D2jbhaFzJVYhdq,Default Response Set,Anonymous,,,0,6/5/2011 14:30,6/5/2011 14:42,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,1,3,3,2,3,3,3,3,3,3,2,4,3,3,2,3,2,2,2,1,2,3,10,30,30,30,20,30,30,20,,,1,,1,,very interesting survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dcebN7DBLfetUri,Default Response Set,Anonymous,,,0,6/5/2011 14:47,6/5/2011 14:54,1,1101,1,1,1,1,,1,3,2,2,4,2,4,3,3,1,3,4,2,4,3,4,3,4,2,3,3,3,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,25,35,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3P0I7Hvfm6rj7CI,Default Response Set,Anonymous,,,0,6/5/2011 14:57,6/5/2011 15:02,1,1101,1,1,1,1,,1,3,1,2,2,3,3,1,3,2,2,3,3,3,2,3,2,3,2,2,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,15,25,35,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eVgp3OcVrHxKz7m,Default Response Set,Anonymous,,,0,6/5/2011 15:01,6/5/2011 15:06,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,3,3,2,3,3,3,3,3,2,3,4,4,3,2,3,4,3,2,1,2,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0960T6Kt7cfV7fK,Default Response Set,Anonymous,,,0,6/5/2011 15:09,6/5/2011 15:15,1,1101,1,1,1,1,,1,3,4,3,2,4,4,2,4,3,4,4,4,4,3,4,4,4,3,4,4,3,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,20,25,25,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9zCKF0dHQEXxolS,Default Response Set,Anonymous,,,0,6/5/2011 15:08,6/5/2011 15:16,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,4,3,4,3,4,3,4,4,4,4,3,4,3,4,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3I7MEmOOe8qrl9a,Default Response Set,Anonymous,,,0,6/5/2011 15:30,6/5/2011 15:36,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,3,3,2,3,2,4,4,4,3,3,4,4,3,2,4,3,4,2,2,2,4,30,15,15,40,3,7,30,60,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
